"sample_id","n_phy","likelihood","error_rate","p_val_perm","p_val_wsrst","abs_diff","mix_index","mix_node","mix_phylotype","mix_prop","failed"
"MFS-116.filtered.vcf.gz",1,-3705.42789935623,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-117.filtered.vcf.gz",1,-3493.03608076201,1e-04,0,-1,Inf,1,159,"4.8",1,FALSE
"MFS-118.filtered.vcf.gz",1,-3226.10074680121,1e-04,0,-1,Inf,1,30,"4.4.1.1.1",1,FALSE
"MFS-119.filtered.vcf.gz",1,-4647.55066052065,0.00055679012345679,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-11.filtered.vcf.gz",1,-2317.68733989673,1e-04,0,-1,Inf,1,156,"4.1.1.3",1,FALSE
"MFS-120.filtered.vcf.gz",1,-4574.23408232906,0.00055679012345679,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-121.filtered.vcf.gz",1,-4635.57756178758,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-122.filtered.vcf.gz",1,-4357.77189638249,0.000495884773662551,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-123.filtered.vcf.gz",1,-4592.49162228349,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-124.filtered.vcf.gz",1,-4602.50442551898,0.00055679012345679,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-125.filtered.vcf.gz",1,-3630.99204269056,1e-04,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-126.filtered.vcf.gz",1,-3115.6177695947,1e-04,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-127.filtered.vcf.gz",1,-3676.96742726537,1e-04,0,-1,Inf,1,96,"3.1.1.1",1,FALSE
"MFS-128.filtered.vcf.gz",1,-3869.21423700387,1e-04,0,-1,Inf,1,96,"3.1.1.1",1,FALSE
"MFS-129.filtered.vcf.gz",1,-4436.08355991232,0.000495884773662551,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-12.filtered.vcf.gz",1,-2587.67977971452,1e-04,0,-1,Inf,1,156,"4.1.1.3",1,FALSE
"MFS-130.filtered.vcf.gz",1,-4563.38676673167,0.00055679012345679,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-131.filtered.vcf.gz",1,-3890.43596272944,1e-04,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-132.filtered.vcf.gz",1,-4505.291414035,0.00055679012345679,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-133.filtered.vcf.gz",2,-4593.53095921951,0.00055679012345679,0.001,2.31456091590702e-09,0.729999999999998,1,40,"2.2.M4.4",0.9854,FALSE
"MFS-133.filtered.vcf.gz",2,-4593.53095921951,0.00055679012345679,0.001,2.31456091590702e-09,0.729999999999998,2,65,"2.2.M1.1",0.0146,FALSE
"MFS-134.filtered.vcf.gz",2,-4891.77690735612,0.00055679012345679,0,3.89436675863267e-10,20.925,1,65,"2.2.M1.1",0.5815,FALSE
"MFS-134.filtered.vcf.gz",2,-4891.77690735612,0.00055679012345679,0,3.89436675863267e-10,20.925,2,40,"2.2.M4.4",0.4185,FALSE
"MFS-135.filtered.vcf.gz",1,-3417.15120244162,0.000465432098765432,0,-1,Inf,1,43,"3.1.3.1",1,FALSE
"MFS-136.filtered.vcf.gz",1,-3753.41349075031,1e-04,0,-1,Inf,1,57,"4.1.1.1",1,FALSE
"MFS-137.filtered.vcf.gz",1,-3553.48930702765,1e-04,0,-1,Inf,1,57,"4.1.1.1",1,FALSE
"MFS-138.filtered.vcf.gz",1,-4414.02487176929,0.00055679012345679,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-139.filtered.vcf.gz",1,-4831.08584542417,0.000617695473251029,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-13.filtered.vcf.gz",1,-4155.26881362405,1e-04,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-140.filtered.vcf.gz",1,-3654.27417043621,1e-04,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-141.filtered.vcf.gz",1,-2794.54856763178,1e-04,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-142.filtered.vcf.gz",1,-4647.64271664768,0.00055679012345679,0,-1,Inf,1,110,"2.2.M4.8",1,FALSE
"MFS-143.filtered.vcf.gz",1,-4983.83018226607,0.000617695473251029,0,-1,Inf,1,110,"2.2.M4.8",1,FALSE
"MFS-144.filtered.vcf.gz",1,-4795.46332928231,0.00055679012345679,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-145.filtered.vcf.gz",2,-4604.8202717323,1e-04,0,2.6132664020209e-38,25.6802,1,159,"4.8",0.8838,FALSE
"MFS-145.filtered.vcf.gz",2,-4604.8202717323,1e-04,0,2.6132664020209e-38,25.6802,2,65,"2.2.M1.1",0.1162,FALSE
"MFS-146.filtered.vcf.gz",1,-3573.97413797515,0.00055679012345679,0,-1,Inf,1,159,"4.8",1,FALSE
"MFS-147.filtered.vcf.gz",1,-4015.7383142936,0.000617695473251029,0,-1,Inf,1,159,"4.8",1,FALSE
"MFS-148.filtered.vcf.gz",1,-4497.00245381289,0.000495884773662551,0,-1,Inf,1,89,"4.3.4.1",1,FALSE
"MFS-149.filtered.vcf.gz",1,-4653.77753781189,1e-04,0,-1,Inf,1,89,"4.3.4.1",1,FALSE
"MFS-14.filtered.vcf.gz",1,-3999.53762139461,1e-04,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-150.filtered.vcf.gz",1,-3812.94687556545,1e-04,0,-1,Inf,1,30,"4.4.1.1.1",1,FALSE
"MFS-151.filtered.vcf.gz",1,-3538.9688063803,1e-04,0,-1,Inf,1,30,"4.4.1.1.1",1,FALSE
"MFS-152.filtered.vcf.gz",1,-4681.71837765089,0.00055679012345679,0,-1,Inf,1,12,"4.3.3",1,FALSE
"MFS-153.filtered.vcf.gz",1,-4271.97443749703,0.000495884773662551,0,-1,Inf,1,12,"4.3.3",1,FALSE
"MFS-154.filtered.vcf.gz",1,-3538.06754618045,1e-04,0,-1,Inf,1,96,"3.1.1.1",1,FALSE
"MFS-155.filtered.vcf.gz",1,-3711.90298000617,0.00055679012345679,0,-1,Inf,1,96,"3.1.1.1",1,FALSE
"MFS-156.filtered.vcf.gz",1,-4887.87377286425,0.000617695473251029,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-157.filtered.vcf.gz",1,-4204.09198297247,0.00055679012345679,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-158.filtered.vcf.gz",1,-4419.44141813278,0.00055679012345679,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-159.filtered.vcf.gz",1,-4825.49218620433,0.00055679012345679,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-15.filtered.vcf.gz",2,-2753.94107596952,1e-04,0,2.6660991370307e-40,3.8279,1,43,"3.1.3.1",0.9899,FALSE
"MFS-15.filtered.vcf.gz",2,-2753.94107596952,1e-04,0,2.6660991370307e-40,3.8279,2,40,"2.2.M4.4",0.0101,FALSE
"MFS-160.filtered.vcf.gz",1,-3340.17189305084,0.000465432098765432,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-161.filtered.vcf.gz",1,-5027.6460400501,0.000617695473251029,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-162.filtered.vcf.gz",1,-4563.67399779389,0.00055679012345679,0,-1,Inf,1,93,"2.2.M4.3",1,FALSE
"MFS-163.filtered.vcf.gz",1,-4574.39070788857,0.00055679012345679,0,-1,Inf,1,93,"2.2.M4.3",1,FALSE
"MFS-164.filtered.vcf.gz",1,-4503.13124615943,0.00055679012345679,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-165.filtered.vcf.gz",1,-4216.09189034301,0.000495884773662551,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-166.filtered.vcf.gz",1,-4540.55990261462,0.00055679012345679,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-167.filtered.vcf.gz",1,-4827.38552421233,0.000617695473251029,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-168.filtered.vcf.gz",3,-5489.39370912805,0.00055679012345679,0,7.90980436058274e-74,3.03199999999998,1,156,"4.1.1.3",0.4873,FALSE
"MFS-168.filtered.vcf.gz",3,-5489.39370912805,0.00055679012345679,0,7.90980436058274e-74,3.03199999999998,2,65,"2.2.M1.1",0.5006,FALSE
"MFS-168.filtered.vcf.gz",3,-5489.39370912805,0.00055679012345679,0,7.90980436058274e-74,3.03199999999998,3,141,"4.4.1.1",0.0121,FALSE
"MFS-169.filtered.vcf.gz",1,-4601.02264556229,0.00055679012345679,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-16.filtered.vcf.gz",1,-4270.95985187672,1e-04,0,-1,Inf,1,40,"2.2.M4.4",1,FALSE
"MFS-170.filtered.vcf.gz",1,-4706.03774581195,0.00055679012345679,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-171.filtered.vcf.gz",1,-3859.17082053343,1e-04,0,-1,Inf,1,57,"4.1.1.1",1,FALSE
"MFS-172.filtered.vcf.gz",1,-4791.78868291195,0.000617695473251029,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-173.filtered.vcf.gz",1,-4524.64044774015,0.00055679012345679,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-174.filtered.vcf.gz",1,-3985.84468363448,1e-04,0,-1,Inf,1,57,"4.1.1.1",1,FALSE
"MFS-175.filtered.vcf.gz",1,-3345.64700122017,0.000465432098765432,0,-1,Inf,1,57,"4.1.1.1",1,FALSE
"MFS-176.filtered.vcf.gz",1,-4482.23046914567,0.000495884773662551,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-177.filtered.vcf.gz",1,-3570.32181693491,0.00055679012345679,0,-1,Inf,1,156,"4.1.1.3",1,FALSE
"MFS-178.filtered.vcf.gz",1,-4787.54940713649,0.000617695473251029,0,-1,Inf,1,112,"2.2.M2.5",1,FALSE
"MFS-17.filtered.vcf.gz",1,-4737.7559191939,1e-04,0,-1,Inf,1,40,"2.2.M4.4",1,FALSE
"MFS-180.filtered.vcf.gz",1,-5024.2338514553,0.000678600823045267,0,-1,Inf,1,26,"3.5.1",1,FALSE
"MFS-181.filtered.vcf.gz",1,-3714.93452793974,1e-04,0,-1,Inf,1,141,"4.4.1.1",1,FALSE
"MFS-182.filtered.vcf.gz",1,-5430.29464731096,0.000922222222222222,0,-1,Inf,1,93,"2.2.M4.3",1,FALSE
"MFS-184.filtered.vcf.gz",1,-4535.67914646671,0.00055679012345679,0,-1,Inf,1,112,"2.2.M2.5",1,FALSE
"MFS-185.filtered.vcf.gz",1,-3922.03850333829,1e-04,0,-1,Inf,1,97,"4.3.4.2.1",1,FALSE
"MFS-186.filtered.vcf.gz",1,-3799.71643822992,1e-04,0,-1,Inf,1,97,"4.3.4.2.1",1,FALSE
"MFS-187.filtered.vcf.gz",1,-4208.31972334276,0.000495884773662551,0,-1,Inf,1,112,"2.2.M2.5",1,FALSE
"MFS-188.filtered.vcf.gz",1,-4463.88667849239,1e-04,0,-1,Inf,1,112,"2.2.M2.5",1,FALSE
"MFS-189.filtered.vcf.gz",1,-3660.59673221985,1e-04,0,-1,Inf,1,159,"4.8",1,FALSE
"MFS-18.filtered.vcf.gz",1,-4255.13261675841,1e-04,0,-1,Inf,1,110,"2.2.M4.8",1,FALSE
"MFS-190.filtered.vcf.gz",1,-3677.37375296131,1e-04,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-191.filtered.vcf.gz",1,-18214.2037460489,0.00174444444444444,0,-1,Inf,1,42,"4.1.1.2",1,FALSE
"MFS-194.filtered.vcf.gz",1,-3473.40154185289,0.00055679012345679,0,-1,Inf,1,57,"4.1.1.1",1,FALSE
"MFS-198.filtered.vcf.gz",2,-4401.52952002934,0.00055679012345679,0,1.94737587948257e-58,22.9792,1,156,"4.1.1.3",0.9332,FALSE
"MFS-198.filtered.vcf.gz",2,-4401.52952002934,0.00055679012345679,0,1.94737587948257e-58,22.9792,2,65,"2.2.M1.1",0.0668,FALSE
"MFS-199.filtered.vcf.gz",1,-5250.50339911464,0.000678600823045267,0,-1,Inf,1,112,"2.2.M2.5",1,FALSE
"MFS-19.filtered.vcf.gz",1,-4022.91088397243,1e-04,0,-1,Inf,1,110,"2.2.M4.8",1,FALSE
"MFS-1.filtered.vcf.gz",1,-4442.07713967821,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-20.filtered.vcf.gz",1,-2269.63452093488,1e-04,0,-1,Inf,1,96,"3.1.1.1",1,FALSE
"MFS-21.filtered.vcf.gz",1,-2415.63570447608,1e-04,0,-1,Inf,1,96,"3.1.1.1",1,FALSE
"MFS-22.filtered.vcf.gz",1,-4172.61526625758,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-23.filtered.vcf.gz",1,-2624.64178177879,1e-04,0,-1,Inf,1,97,"4.3.4.2.1",1,FALSE
"MFS-24.filtered.vcf.gz",1,-2647.3090771384,1e-04,0,-1,Inf,1,97,"4.3.4.2.1",1,FALSE
"MFS-258.filtered.vcf.gz",1,-3759.34674435512,0.00055679012345679,0,-1,Inf,1,30,"4.4.1.1.1",1,FALSE
"MFS-259.filtered.vcf.gz",1,-5089.14041819842,0.000617695473251029,0,-1,Inf,1,102,"2.2.M2.1",1,FALSE
"MFS-25.filtered.vcf.gz",1,-2937.184737385,1e-04,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-260.filtered.vcf.gz",1,-3613.62882507058,0.00055679012345679,0,-1,Inf,1,156,"4.1.1.3",1,FALSE
"MFS-261.filtered.vcf.gz",1,-3661.31227270125,0.00055679012345679,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-263.filtered.vcf.gz",1,-5105.26823622054,0.000678600823045267,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-264.filtered.vcf.gz",1,-5230.17075603125,0.000678600823045267,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-265.filtered.vcf.gz",1,-3649.47698125371,0.00055679012345679,0,-1,Inf,1,30,"4.4.1.1.1",1,FALSE
"MFS-266.filtered.vcf.gz",1,-4697.88664306136,0.000617695473251029,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-267.filtered.vcf.gz",1,-3702.51077955656,0.00055679012345679,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-268.filtered.vcf.gz",1,-5009.41019619433,0.000678600823045267,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-269.filtered.vcf.gz",1,-3434.47302165993,0.000495884773662551,0,-1,Inf,1,96,"3.1.1.1",1,FALSE
"MFS-26.filtered.vcf.gz",1,-2762.92605157501,1e-04,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-270.filtered.vcf.gz",2,-5595.91692922688,0.000617695473251029,0,2.32444075743285e-62,88.6144,1,65,"2.2.M1.1",0.7592,FALSE
"MFS-270.filtered.vcf.gz",2,-5595.91692922688,0.000617695473251029,0,2.32444075743285e-62,88.6144,2,9,"4.3.2.1",0.2408,FALSE
"MFS-271.filtered.vcf.gz",1,-3593.1391497443,0.00055679012345679,0,-1,Inf,1,57,"4.1.1.1",1,FALSE
"MFS-272.filtered.vcf.gz",1,-4906.72478364672,0.000617695473251029,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-273.filtered.vcf.gz",1,-18436.3523247699,0.00174444444444444,0,-1,Inf,1,42,"4.1.1.2",1,FALSE
"MFS-274.filtered.vcf.gz",1,-4960.41162993063,0.000617695473251029,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-275.filtered.vcf.gz",1,-4624.21194887517,0.000617695473251029,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-276.filtered.vcf.gz",1,-4870.13786533812,0.000617695473251029,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-277.filtered.vcf.gz",1,-4839.48208235439,0.000617695473251029,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-278.filtered.vcf.gz",1,-4964.70781943666,0.000678600823045267,0,-1,Inf,1,110,"2.2.M4.8",1,FALSE
"MFS-279.filtered.vcf.gz",1,-4819.66620427203,0.000617695473251029,0,-1,Inf,1,115,"2.2.M1.4",1,FALSE
"MFS-27.filtered.vcf.gz",1,-2906.76313227726,1e-04,0,-1,Inf,1,159,"4.8",1,FALSE
"MFS-280.filtered.vcf.gz",1,-3738.03597687142,0.000617695473251029,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-281.filtered.vcf.gz",2,-3871.61910751463,0.00055679012345679,0,3.71986665966198e-35,3.3813,1,159,"4.8",0.9847,FALSE
"MFS-281.filtered.vcf.gz",2,-3871.61910751463,0.00055679012345679,0,3.71986665966198e-35,3.3813,2,65,"2.2.M1.1",0.0153,FALSE
"MFS-282.filtered.vcf.gz",1,-5154.26135943569,0.000678600823045267,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-283.filtered.vcf.gz",1,-5131.81098120003,0.000678600823045267,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-284.filtered.vcf.gz",1,-4833.22152144077,0.000617695473251029,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-285.filtered.vcf.gz",1,-3402.10210938014,0.000495884773662551,0,-1,Inf,1,89,"4.3.4.1",1,FALSE
"MFS-286.filtered.vcf.gz",1,-3819.30198531186,0.000617695473251029,0,-1,Inf,1,89,"4.3.4.1",1,FALSE
"MFS-287.filtered.vcf.gz",1,-5088.89808796747,0.000678600823045267,0,-1,Inf,1,112,"2.2.M2.5",1,FALSE
"MFS-288.filtered.vcf.gz",1,-4909.36811358137,0.000617695473251029,0,-1,Inf,1,112,"2.2.M2.5",1,FALSE
"MFS-289.filtered.vcf.gz",1,-3553.87112138151,0.00055679012345679,0,-1,Inf,1,43,"3.1.3.1",1,FALSE
"MFS-28.filtered.vcf.gz",1,-2635.60974146716,1e-04,0,-1,Inf,1,57,"4.1.1.1",1,FALSE
"MFS-290.filtered.vcf.gz",1,-3560.0117512585,0.00055679012345679,0,-1,Inf,1,43,"3.1.3.1",1,FALSE
"MFS-291.filtered.vcf.gz",1,-5140.27436639332,0.000678600823045267,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-292.filtered.vcf.gz",1,-5147.03138692261,0.000678600823045267,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-293.filtered.vcf.gz",1,-3719.68071354541,0.00055679012345679,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-294.filtered.vcf.gz",1,-4959.17175339873,0.000617695473251029,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-295.filtered.vcf.gz",1,-4986.59269916417,0.000617695473251029,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-296.filtered.vcf.gz",1,-4909.75678569582,0.000617695473251029,0,-1,Inf,1,12,"4.3.3",1,FALSE
"MFS-297.filtered.vcf.gz",1,-4852.42517976077,0.000617695473251029,0,-1,Inf,1,12,"4.3.3",1,FALSE
"MFS-298.filtered.vcf.gz",1,-3596.90685715359,0.00055679012345679,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-299.filtered.vcf.gz",1,-3496.74796685555,0.00055679012345679,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-29.filtered.vcf.gz",1,-2693.64141831622,1e-04,0,-1,Inf,1,57,"4.1.1.1",1,FALSE
"MFS-2.filtered.vcf.gz",1,-4343.10971429529,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-300.filtered.vcf.gz",1,-3549.68307444056,0.00055679012345679,0,-1,Inf,1,97,"4.3.4.2.1",1,FALSE
"MFS-301.filtered.vcf.gz",1,-3583.09476953703,0.00055679012345679,0,-1,Inf,1,97,"4.3.4.2.1",1,FALSE
"MFS-302.filtered.vcf.gz",1,-4715.92659124675,0.000617695473251029,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-303.filtered.vcf.gz",1,-4756.44656742801,0.000617695473251029,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-305.filtered.vcf.gz",1,-4884.77834988839,0.000678600823045267,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-306.filtered.vcf.gz",1,-5188.04146437166,0.000678600823045267,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-307.filtered.vcf.gz",1,-3665.89481228045,0.00055679012345679,0,-1,Inf,1,57,"4.1.1.1",1,FALSE
"MFS-308.filtered.vcf.gz",1,-3694.68762574093,0.00055679012345679,0,-1,Inf,1,158,"4.1.2",1,FALSE
"MFS-309.filtered.vcf.gz",1,-3400.65742990645,0.000495884773662551,0,-1,Inf,1,158,"4.1.2",1,FALSE
"MFS-30.filtered.vcf.gz",1,-4292.14464586364,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-310.filtered.vcf.gz",1,-3725.93218740568,0.00055679012345679,0,-1,Inf,1,159,"4.8",1,FALSE
"MFS-311.filtered.vcf.gz",1,-3257.68778917576,0.000465432098765432,0,-1,Inf,1,159,"4.8",1,FALSE
"MFS-312.filtered.vcf.gz",1,-4862.98855682366,0.000617695473251029,0,-1,Inf,1,102,"2.2.M2.1",1,FALSE
"MFS-313.filtered.vcf.gz",2,-5957.55428729086,0.000617695473251029,0,2.32452772607329e-62,156.1424,1,9,"4.3.2.1",0.5757,FALSE
"MFS-313.filtered.vcf.gz",2,-5957.55428729086,0.000617695473251029,0,2.32452772607329e-62,156.1424,2,65,"2.2.M1.1",0.4243,FALSE
"MFS-314.filtered.vcf.gz",1,-5033.04566343519,0.000678600823045267,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-315.filtered.vcf.gz",1,-5165.99958257017,0.000678600823045267,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-316.filtered.vcf.gz",1,-5269.55632383013,0.000678600823045267,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-317.filtered.vcf.gz",3,-6373.55001942761,0.000678600823045267,0.005,5.94855591916183e-08,2.74320000000001,1,65,"2.2.M1.1",0.629,FALSE
"MFS-317.filtered.vcf.gz",3,-6373.55001942761,0.000678600823045267,0.005,5.94855591916183e-08,2.74320000000001,2,9,"4.3.2.1",0.357,FALSE
"MFS-317.filtered.vcf.gz",3,-6373.55001942761,0.000678600823045267,0.005,5.94855591916183e-08,2.74320000000001,3,12,"4.3.3",0.014,FALSE
"MFS-318.filtered.vcf.gz",1,-4857.48708821285,0.000617695473251029,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-319.filtered.vcf.gz",1,-5346.03325033483,0.000678600823045267,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-31.filtered.vcf.gz",1,-4536.2772429048,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-320.filtered.vcf.gz",1,-5036.32620630566,0.000678600823045267,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-321.filtered.vcf.gz",1,-5123.88594784303,0.000678600823045267,0,-1,Inf,1,40,"2.2.M4.4",1,FALSE
"MFS-322.filtered.vcf.gz",1,-5017.57346331985,0.000617695473251029,0,-1,Inf,1,40,"2.2.M4.4",1,FALSE
"MFS-323.filtered.vcf.gz",1,-4889.22656985406,0.000617695473251029,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-324.filtered.vcf.gz",1,-5107.77583402775,0.000678600823045267,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-325.filtered.vcf.gz",1,-4878.50016729585,0.000617695473251029,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-326.filtered.vcf.gz",1,-5020.74449263073,0.000617695473251029,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-327.filtered.vcf.gz",1,-3807.70736657593,0.00055679012345679,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-328.filtered.vcf.gz",1,-3473.27600335413,0.00055679012345679,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-329.filtered.vcf.gz",1,-3718.50044184805,0.00055679012345679,0,-1,Inf,1,57,"4.1.1.1",1,FALSE
"MFS-32.filtered.vcf.gz",1,-4420.04749343527,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-330.filtered.vcf.gz",1,-5212.93414369669,0.000678600823045267,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-331.filtered.vcf.gz",1,-3730.29183165579,1e-04,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-332.filtered.vcf.gz",1,-4491.68989716392,0.000495884773662551,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-333.filtered.vcf.gz",1,-4417.56566924653,0.000465432098765432,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-334.filtered.vcf.gz",1,-3945.97960295681,1e-04,0,-1,Inf,1,157,"4.1.2.1",1,FALSE
