SampleID,Kraken_Kept_Prop
MFS-180,0.9856680889451496
MFS-181,0.9848692929004517
MFS-182,0.9844735366033245
MFS-184,0.9840949454859185
MFS-185,0.9848483245182846
MFS-186,0.9773088840249625
MFS-187,0.9809847518078597
MFS-188,0.8277243589743589
MFS-189,0.982142725364528
MFS-19,0.9919243073518071
MFS-190,0.9850955798839542
MFS-191,0.9845736682956068
MFS-194,0.9793596567073937
MFS-198,0.9807907864705748
MFS-199,0.9804410577315195
MFS-2,0.9904159497148428
MFS-20,0.9885833873899471
MFS-21,0.9882321482010007
MFS-22,0.9870234489687182
MFS-23,0.9907810675276499
MFS-24,0.9904375174983572
MFS-25,0.9890245371474368
MFS-258,0.9810178741173275
MFS-259,0.9825861290700635
MFS-26,0.9898303780767511
MFS-260,0.9803029838286323
MFS-261,0.9810599296371583
MFS-263,0.9797601217974174
MFS-264,0.9808086839063562
MFS-265,0.9832632428934402
MFS-266,0.9812482765621816
MFS-267,0.98357923989727
MFS-268,0.9835063139789562
MFS-269,0.9851225856112831
MFS-27,0.9900809123569999
MFS-270,0.983140580722001
MFS-271,0.9821628289909092
MFS-272,0.9839738440300546
MFS-273,0.9844350047842235
MFS-274,0.9833428405252443
MFS-275,0.9847720260342921
MFS-276,0.9824945286570795
MFS-277,0.9847686060229164
MFS-278,0.9836688680681203
MFS-279,0.9834451550927475
MFS-28,0.990555825616679
MFS-280,0.9822287526928253
MFS-281,0.9833273792749954
MFS-282,0.9794801164116322
MFS-283,0.9818122554608001
MFS-284,0.9842303159438139
MFS-285,0.9825605152085223
MFS-286,0.9803076091888258
MFS-287,0.9839039353922774
MFS-288,0.9833001972224122
MFS-289,0.9851728043308613
MFS-29,0.988900507770628
MFS-290,0.9835736212605343
MFS-291,0.98367074070307
MFS-292,0.984049556295187
MFS-293,0.9847361440281794
MFS-294,0.9847957129009645
MFS-295,0.9821267287967971
MFS-296,0.9845235323383197
MFS-297,0.9826405271782377
MFS-298,0.9844445327562656
MFS-299,0.9844859745879019
MFS-3,0.9911789189976146
MFS-30,0.9875760110171315
MFS-300,0.9834290316261455
MFS-301,0.9836220726019941
MFS-302,0.9856512134016772
MFS-303,0.9838152559275242
MFS-305,0.9836630465031034
MFS-306,0.9833746353041359
MFS-307,0.9826203317537625
MFS-308,0.9788237218769406
MFS-309,0.9808768934494553
MFS-31,0.9889524053022206
MFS-310,0.9817111436393086
MFS-311,0.9833239297870654
MFS-312,0.9781944342175011
MFS-313,0.9798188414131411
MFS-314,0.9791471353982826
MFS-315,0.9819043475350581
MFS-316,0.9847220045201646
MFS-317,0.9818222583258316
MFS-318,0.9834356853702753
MFS-319,0.9831589919160686
MFS-32,0.990012770896895
MFS-320,0.9828738244355729
MFS-321,0.9825688211519849
MFS-322,0.9826501848789836
MFS-323,0.9840275334330112
MFS-324,0.9848263589780599
MFS-325,0.9836965538926763
MFS-326,0.9837956935680942
MFS-327,0.9842260844533204
MFS-328,0.9844609623675907
MFS-329,0.9843741335731767
MFS-33,0.9911112729792194
MFS-330,0.9820328582896839
MFS-331,0.9870448692184389
MFS-332,0.9879972265788612
MFS-333,0.9895366744305637
MFS-334,0.9885940875005979
MFS-335,0.9892247053835831
MFS-336,0.9887816805267353
MFS-337,0.9891962801992226
MFS-338,0.9875016738908897
MFS-339,0.9875822357084414
MFS-34,0.9908401972697936
MFS-340,0.9869392770061683
MFS-341,0.988958997315114
MFS-342,0.98554546761394
MFS-343,0.9900675787560184
MFS-344,0.9888527321498451
MFS-345,0.9870470456586246
MFS-346,0.9892825978956499
MFS-347,0.9896976438677116
MFS-348,0.9891478423669511
MFS-349,0.9888286169681394
MFS-35,0.9911369346763174
MFS-350,0.9900809630350902
MFS-351,0.9889187211915537
MFS-353,0.9906790835008255
MFS-354,0.9889863439277126
MFS-355,0.9889313154985568
MFS-356,0.9884885282787196
MFS-357,0.9884903830806974
MFS-358,0.9904594274387115
MFS-359,0.9867584347171704
MFS-36,0.9903548539426931
MFS-360,0.9899204974330044
MFS-361,0.9891366571869954
MFS-362,0.9885879741501215
MFS-363,0.9892429563828441
MFS-364,0.9884949315284678
MFS-365,0.9891950504601921
MFS-366,0.8629399553327276
MFS-367,0.9885822149371443
MFS-368,0.9871897655323598
MFS-369,0.9894662816845101
MFS-37,0.9893867673883778
MFS-370,0.9880631607868847
MFS-371,0.989476620151593
MFS-372,0.9879904991025951
MFS-373,0.988735623167186
MFS-374,0.9885524727596299
MFS-375,0.9885136684592541
MFS-377,0.9890280423382314
MFS-38,0.9906079183808305
MFS-381,0.9897606593754953
MFS-382,0.9886522643928869
MFS-383,0.989336422116538
MFS-385,0.9891378974634869
MFS-387,0.9881651134558473
MFS-388,0.9886392059867295
MFS-389,0.9873117947709491
MFS-39,0.987551445173807
MFS-390,0.9897032134051031
MFS-391,0.9893269205275378
MFS-392,0.9892107134036213
MFS-393,0.987779088667592
MFS-394,0.9766146326312626
MFS-395,0.9855236647183206
MFS-396,0.9863722250707382
MFS-397,0.9456399210594049
MFS-398,0.988094144775374
MFS-399,0.9896274349187537
MFS-4,0.9903065942058117
MFS-40,0.9877544850227507
MFS-400,0.9885555658204878
MFS-401,0.989587881379414
MFS-402,0.9858505746692514
MFS-403,0.988091400382194
MFS-404,0.9894324283605284
MFS-405,0.986387230721333
MFS-406,0.9878416716058281
MFS-407,0.9890923717359077
MFS-408,0.9890374424063337
MFS-409,0.9044102560374297
MFS-41,0.9906239911417859
MFS-410,0.9872923553277948
MFS-411,0.9887198901297257
MFS-412,0.9891022417827852
MFS-413,0.9858372933532745
MFS-414,0.987632820078705
MFS-415,0.9876996638404569
MFS-416,0.9879611374316356
MFS-417,0.9864331203140682
MFS-418,0.9900175365540889
MFS-419,0.9893799953562916
MFS-42,0.9897841720270096
MFS-420,0.990516464915284
MFS-421,0.9901278691407968
MFS-424,0.9899507814130701
MFS-426,0.9883477226719003
MFS-427,0.9876292367924193
MFS-428,0.9883137557965884
MFS-429,0.9873231707132195
MFS-43,0.9904238874437291
MFS-430,0.9874296968794598
MFS-431,0.9873298945470795
MFS-432,0.9898287823173577
MFS-433,0.9870486281103286
MFS-434,0.9890009197241512
MFS-435,0.9886082635179229
MFS-436,0.9861066579656332
MFS-437,0.9898692824854006
MFS-438,0.9887422752375649
MFS-439,0.9893855441087371
MFS-44,0.988644491112315
MFS-440,0.9899008916121237
MFS-441,0.9899055330216009
MFS-442,0.9885707313183921
MFS-443,0.9896604368604826
MFS-444,0.989635835862251
MFS-445,0.9831444708517442
MFS-446,0.9909840302287033
MFS-447,0.9836150924235942
MFS-448,0.9891090184828134
MFS-449,0.9894986704132465
MFS-45,0.9909075076875009
MFS-450,0.9901427467876288
MFS-452,0.9903407582456465
MFS-454,0.9896778724868539
MFS-455,0.9884290754480721
MFS-456,0.9887734818116587
MFS-457,0.9866105474935202
MFS-458,0.9878311811977144
MFS-459,0.9880383536414977
MFS-46,0.9902242277355419
MFS-460,0.989371431557768
MFS-461,0.9896976260695163
MFS-462,0.9881460602667473
MFS-463,0.98736364016033
MFS-464,0.9882324772347061
MFS-465,0.985862301056458
MFS-466,0.9849763895198224
MFS-467,0.9887489830730876
MFS-468,0.974854021138418
MFS-469,0.9886098285860212
MFS-47,0.9890589024510946
MFS-470,0.9857358901433327
MFS-471,0.9885513835779591
MFS-472,0.9852989718836074
MFS-473,0.9897470219487533
MFS-474,0.9899867483998378
MFS-475,0.9901724566580802
MFS-476,0.9889445351723304
MFS-478,0.9825393006364722
MFS-479,0.9900102457986799
MFS-48,0.9905574443928252
MFS-480,0.989439737766599
MFS-481,0.9848339169891346
MFS-482,0.9881263614287844
MFS-483,0.9897556444328641
MFS-484,0.9905299139529258
MFS-485,0.9886711925502043
MFS-486,0.9879275657759042
MFS-487,0.988949178952599
MFS-488,0.9901893877178078
MFS-489,0.9897991239247605
MFS-49,0.9887672832904806
MFS-5,0.9900165620221039
MFS-50,0.9903846219125797
MFS-509,0.9924060241780657
MFS-51,0.9890538764984579
MFS-510,0.9924798029408914
MFS-511,0.9926945651703342
MFS-512,0.9909603148753108
MFS-513,0.9929594110592426
MFS-514,0.9925867387113803
MFS-515,0.9914882997715624
MFS-516,0.9934536201014875
MFS-517,0.9933251870205012
MFS-518,0.9926398297429014
MFS-519,0.9931836396878505
MFS-52,0.9851842593957258
MFS-520,0.9919750410947001
MFS-521,0.9923217232417223
MFS-522,0.9921713315981832
MFS-523,0.9911776480154414
MFS-524,0.9897679680293332
MFS-525,0.9926713783981239
MFS-526,0.9918565864459051
MFS-527,0.9922577272162287
MFS-528,0.9925649033973691
MFS-529,0.9923561940470026
MFS-53,0.9898599471596469
MFS-530,0.9918382897187277
MFS-531,0.9919726169979639
MFS-532,0.9919086960685699
MFS-533,0.9927187323330906
MFS-534,0.9935059184516046
MFS-535,0.9934802562885061
MFS-536,0.9926972810089163
MFS-537,0.9928559553050194
MFS-538,0.9924990095848039
MFS-539,0.9921981770387012
MFS-54,0.988261845402038
MFS-540,0.9909661010840004
MFS-541,0.9923191805116
MFS-542,0.9925938245045975
MFS-543,0.9922724120177607
MFS-544,0.9932087192514808
MFS-545,0.993146930291232
MFS-546,0.9901483376933559
MFS-547,0.9924075543386638
MFS-548,0.9927577981758458
MFS-549,0.992848193810256
MFS-55,0.9902457089004658
MFS-550,0.9929901290948974
MFS-551,0.9927490692895765
MFS-552,0.9918323180188361
MFS-553,0.9932138108554421
MFS-554,0.9928641931559892
MFS-555,0.9923957830044993
MFS-556,0.9932868973067881
MFS-557,0.9926048991131454
MFS-558,0.9917191096864418
MFS-559,0.9932660258952147
MFS-56,0.9877955177002304
MFS-560,0.9923375341175874
MFS-561,0.99191533054828
MFS-563,0.9925031174815838
MFS-564,0.9931005058723029
MFS-566,0.9923681545809774
MFS-57,0.9918505497289807
MFS-571,0.9927056643220588
MFS-572,0.9903339950797071
MFS-573,0.9918532449811804
MFS-574,0.9884029589335763
MFS-575,0.9917125744825295
MFS-576,0.9903478802030313
MFS-577,0.9904125024154253
MFS-578,0.9904285015943776
MFS-579,0.9915130235391064
MFS-58,0.9915238563363852
MFS-580,0.9897976185146067
MFS-581,0.9877303691493653
MFS-582,0.9901976291196513
MFS-583,0.9876268124086985
MFS-584,0.9915302267212212
MFS-585,0.9905962874331692
MFS-586,0.9910490641789554
MFS-587,0.9906548226171942
MFS-588,0.9911016106189069
MFS-589,0.9919803894363695
MFS-59,0.990213320948629
MFS-590,0.9919418681679785
MFS-591,0.9907247470624063
MFS-592,0.9883223897638677
MFS-593,0.9863962000799056
MFS-594,0.9889088495462215
MFS-595,0.9853732031488364
MFS-596,0.9884564416377999
MFS-597,0.9880851483262344
MFS-598,0.9860697726612957
MFS-599,0.9888099808092355
MFS-6,0.9908654562063414
MFS-60,0.9902679311125117
MFS-600,0.9897862687961654
MFS-601,0.9893548496616025
MFS-602,0.9897760529151571
MFS-603,0.9892930757513865
MFS-604,0.9895490376988945
MFS-605,0.8072927228376748
MFS-606,0.9906420135206226
MFS-607,0.9895350081765288
MFS-608,0.9901741156415182
MFS-609,0.9901401674607947
MFS-61,0.9909270845452993
MFS-610,0.987800012975447
MFS-611,0.9902728044031588
MFS-612,0.9849783642592439
MFS-613,0.9903094426240868
MFS-614,0.990625211359691
MFS-615,0.9904541205690659
MFS-616,0.9906127575941719
MFS-617,0.9887594198655125
MFS-618,0.9888638380957354
MFS-619,0.9882485448397625
MFS-62,0.9905740592541667
MFS-620,0.9908527270164703
MFS-621,0.9855559934378751
MFS-622,0.9828303538672322
MFS-623,0.9894298022513419
MFS-624,0.9899744901115806
MFS-625,0.985241832768878
MFS-626,0.9898636886940116
MFS-627,0.9899063714828392
MFS-628,0.9894159073090121
MFS-629,0.9878552623593518
MFS-63,0.991218503640339
MFS-630,0.990076395739552
MFS-631,0.988464623575159
MFS-632,0.9875186216287268
MFS-633,0.9819979507102322
MFS-634,0.9888358319542674
MFS-635,0.9892590691411922
MFS-636,0.9865041615611065
MFS-637,0.9829562367917573
MFS-638,0.9863628620220187
MFS-639,0.9873479071269707
MFS-64,0.9914299083437341
MFS-640,0.9892291884890291
MFS-641,0.9857221893864343
MFS-642,0.9878613810568138
MFS-643,0.9864663335410966
MFS-644,0.9873284950699704
MFS-645,0.9905040970613903
MFS-646,0.9897073122938994
MFS-647,0.9898492542946034
MFS-648,0.989282906371612
MFS-649,0.9891157159874252
MFS-65,0.9907769748673264
MFS-650,0.9878608307524982
MFS-651,0.9887103999879447
MFS-652,0.9898287427178105
MFS-654,0.9888926208207296
MFS-655,0.9866105511933031
MFS-656,0.9881518978735503
MFS-658,0.9889683935167662
MFS-659,0.9854041017039674
MFS-66,0.9883846364681761
MFS-660,0.9897982515326086
MFS-662,0.9889104400478087
MFS-663,0.9894915879171711
MFS-664,0.9855648915121291
MFS-665,0.9875805862256818
MFS-667,0.9891327463934764
MFS-668,0.9892942331755381
MFS-669,0.9880066634365597
MFS-67,0.9885717513982436
MFS-670,0.9905761643567168
MFS-671,0.991034587526436
MFS-672,0.9879150782207605
MFS-673,0.9904971740474163
MFS-674,0.9900323039624875
MFS-675,0.9908431471210143
MFS-676,0.9897158735927268
MFS-677,0.9909938653771181
MFS-678,0.9830350459383939
MFS-68,0.9896564506019139
MFS-681,0.9908139962444203
MFS-682,0.9910669683472286
MFS-683,0.987967458466668
MFS-684,0.9872006010598563
MFS-685,0.9918991737452643
MFS-686,0.9906248757532563
MFS-687,0.9906384505138806
MFS-688,0.9902293648121759
MFS-689,0.9904428482839426
MFS-69,0.987388641000463
MFS-690,0.9914067251847841
MFS-691,0.9908754710911664
MFS-692,0.9869213119958441
MFS-693,0.989571941200141
MFS-694,0.9911100510343207
MFS-695,0.9887381302158536
MFS-696,0.9910920537595953
MFS-697,0.9907381128062038
MFS-698,0.9889835355910321
MFS-699,0.9897651529781641
MFS-7,0.9893989331868654
MFS-70,0.9907433032001443
MFS-700,0.9898133310530591
MFS-701,0.9881025796482158
MFS-702,0.9879423661288067
MFS-703,0.9900301792839183
MFS-704,0.9899159676195814
MFS-705,0.9918154076499811
MFS-706,0.9906350336858598
MFS-707,0.9908005986223108
MFS-708,0.9897434350256953
MFS-709,0.9916974921555539
MFS-71,0.9910304832577064
MFS-710,0.9886921531675494
MFS-711,0.9876659411503631
MFS-713,0.9861453392967346
MFS-714,0.9890104684328298
MFS-715,0.9917310295724182
MFS-716,0.9910122812306266
MFS-717,0.9912601922398044
MFS-718,0.9914985377393192
MFS-719,0.9898743362651474
MFS-72,0.9902519462595644
MFS-720,0.9894163801517831
MFS-721,0.9898342191843749
MFS-722,0.9907627903635022
MFS-723,0.9892512309739953
MFS-724,0.9903281104634563
MFS-725,0.9907893798355522
MFS-726,0.9902244856852783
MFS-727,0.9885688703971603
MFS-728,0.9858248012647365
MFS-729,0.9900858582841826
MFS-73,0.9904792078030775
MFS-730,0.9904205137937273
MFS-731,0.9906160041155316
MFS-732,0.9899772493324698
MFS-733,0.9893274514307236
MFS-734,0.9877025784368195
MFS-735,0.9887770413905215
MFS-736,0.9883284911227682
MFS-737,0.9904550455206147
MFS-738,0.9903435588151734
MFS-739,0.9901912452853812
MFS-74,0.9874182002644446
MFS-740,0.9899941049839419
MFS-741,0.9903118693936144
MFS-743,0.9883674123422984
MFS-744,0.9901172582469001
MFS-745,0.9878549844647619
MFS-746,0.9875664158921962
MFS-747,0.9879373842288501
MFS-748,0.9905557360108
MFS-75,0.9868320032492932
MFS-750,0.9892619645983428
MFS-751,0.9735082924615686
MFS-752,0.9885333937046279
MFS-753,0.9875611603778374
MFS-754,0.9878594955974054
MFS-755,0.9864837994254883
MFS-756,0.9894710490922923
MFS-757,0.9898435475731858
MFS-758,0.9889488207258058
MFS-759,0.9890131765459946
MFS-76,0.9891362608055617
MFS-760,0.9907711712207976
MFS-761,0.9802132509631334
MFS-762,0.9901186470536616
MFS-763,0.9882957435561635
MFS-764,0.987830426036188
MFS-765,0.9894091257449323
MFS-766,0.9884282205621358
MFS-767,0.9889728285874416
MFS-768,0.9883707258566771
MFS-77,0.9886508110563911
MFS-770,0.9895119789779376
MFS-771,0.9873684070667986
MFS-772,0.9893412677561206
MFS-773,0.987408491831695
MFS-774,0.9899673817962192
MFS-776,0.9663656250516584
MFS-777,0.9905270556210772
MFS-778,0.8693439530635235
MFS-779,0.9894189592515785
MFS-780,0.9902765258283136
MFS-781,0.9916151093345741
MFS-783,0.9893757602883406
MFS-786,0.9870275360118067
MFS-787,0.9892443820605251
MFS-788,0.9876485772143708
MFS-789,0.9900985425442187
MFS-79,0.985568032587241
MFS-790,0.9903183388287016
MFS-791,0.9885073527047682
MFS-792,0.99041799611336
MFS-793,0.9884273938316775
MFS-795,0.9880477527918304
MFS-796,0.9887383355162526
MFS-797,0.9873564709080122
MFS-798,0.9825926134550029
MFS-799,0.9896552636237301
MFS-8,0.9879499935484796
MFS-80,0.9899947815696246
MFS-800,0.9896451803892546
MFS-801,0.9904619796821037
MFS-802,0.9912797431078337
MFS-803,0.9898776781957841
MFS-804,0.9896680641609039
MFS-805,0.9899891839213623
MFS-806,0.9893570968382245
MFS-807,0.9877286680598828
MFS-808,0.9898649398141296
MFS-809,0.9885040773301479
MFS-81,0.9849431540387287
MFS-811,0.9878588338735129
MFS-812,0.9898359731163536
MFS-813,0.9892188876534502
MFS-814,0.9832136265344397
MFS-815,0.9869817501755169
MFS-816,0.9844073642519959
MFS-817,0.988601571750478
MFS-818,0.9880571454004137
MFS-819,0.9862965519665506
MFS-82,0.9775334118611141
MFS-820,0.9856992711875446
MFS-821,0.9794293771173189
MFS-822,0.9863152295908206
MFS-823,0.9857272232342903
MFS-824,0.98804940173666
MFS-825,0.9872569356119807
MFS-826,0.988574192003595
MFS-828,0.9879692559262626
MFS-829,0.9813844949159487
MFS-83,0.9885958569292785
MFS-830,0.9888496367681153
MFS-831,0.9897598529049807
MFS-832,0.9879735453331727
MFS-833,0.9893570010466706
MFS-834,0.9911605364553127
MFS-835,0.9901559744798853
MFS-836,0.9859156885243938
MFS-837,0.9896505396755974
MFS-838,0.9882822404842797
MFS-839,0.990339972083446
MFS-84,0.9871767647895132
MFS-840,0.9849813787913799
MFS-841,0.9878247754011773
MFS-842,0.9880092559091118
MFS-843,0.9890019980063466
MFS-844,0.9885935968479178
MFS-845,0.9882028929196306
MFS-846,0.9883478388346452
MFS-847,0.9900058748091151
MFS-848,0.9897745465263713
MFS-849,0.9874548573446464
MFS-85,0.9870599286998925
MFS-850,0.9874615141584533
MFS-851,0.9818700277045016
MFS-852,0.9918807027041272
MFS-853,0.98609969694954
MFS-854,0.9893571720912245
MFS-855,0.9887200178819018
MFS-856,0.9883501717064446
MFS-857,0.9898488713983977
MFS-858,0.9884117298444579
MFS-859,0.9894862761402511
MFS-86,0.9863235095195984
MFS-860,0.9868722759943979
MFS-861,0.9848530134249036
MFS-862,0.988758205041776
MFS-863,0.9813526926504968
MFS-864,0.9899412931546332
MFS-865,0.9903918167081336
MFS-866,0.9899064770434869
MFS-867,0.9884337408173627
MFS-868,0.9894218119864565
MFS-869,0.9894320009109349
MFS-87,0.9892902937210812
MFS-871,0.9867275565259654
MFS-872,0.9879514981611733
MFS-873,0.9867429880848995
MFS-874,0.9868816026773125
MFS-876,0.9579289374944855
MFS-877,0.9868122112109643
MFS-878,0.9865949510978755
MFS-88,0.9857147975826165
MFS-880,0.9876431212484994
MFS-881,0.9887562500311011
MFS-882,0.987852009982197
MFS-884,0.9782126840844342
MFS-885,0.9879293893918226
MFS-886,0.9883447477235592
MFS-887,0.9880338023265413
MFS-888,0.9855334210917048
MFS-889,0.9771708289822723
MFS-89,0.9850175463934521
MFS-890,0.9868119976406767
MFS-891,0.9845475192567009
MFS-892,0.9857622519274201
MFS-893,0.9826387825139878
MFS-894,0.9863810866861572
MFS-9,0.9900126910321169
MFS-90,0.9848753329472251
MFS-91,0.9870484168606617
MFS-92,0.9902350233167583
MFS-93,0.9895642202495243
MFS-94,0.9891766486081082
MFS-95,0.9871674112999784
MFS-96,0.9898586752244921
MFS-97,0.9878040712787447
MFS-98,0.9908196342094064
MFS-99,0.9892551133071221
