pid,SE1,SE2,SASE1,SASE2,NumVar1,NumVar2,NumVar,OverlapVarSites,ChangeSites,SE_Diff,SASE_Diff,Abs_SASE_Diff,Coll2014,Freschi2020,Lineage,F2,NumVarDiff
T0085,0.3542076678499759,0,0.3542076678499759,0,1,0,1,0,1,-0.3542076678499759,-0.3542076678499759,0.3542076678499759,2.2.1.1,2.2.1.1.1,2,0.0079391569711996,-1
T0088,0,0,0,0,0,0,0,0,0,0,0,0,2.2.1.1,2.2.1.1.1,2,0.0099927166788055,0
T0090,1.6171516431857365,0,0.5390505477285789,0,3,0,3,0,3,-1.6171516431857365,-0.5390505477285789,0.5390505477285789,2.2.1.1,2.2.1.1.1,2,0.0085703501409889,-3
T0091,0,0.6704006020463488,0,0.3352003010231744,0,2,2,0,2,0.6704006020463488,0.3352003010231744,0.3352003010231744,4.1.1.1,4.1.i1.2.1,4,0.0081223364251692,2
T0092,0.31112933956256994,0.8949805371921267,0.31112933956256994,0.8949805371921267,1,1,2,0,2,0.5838511976295567,0.5838511976295567,0.5838511976295567,2.2.1,2.2.1.1.1,2,0.0082734676540656,0
T0099,2.331753802624305,2.579303360257102,0.777251267541435,0.8597677867523673,3,3,6,0,6,0.24754955763279662,0.08251651921093228,0.08251651921093228,2.2.1,2.2.1.1.1,2,0.0091575515112272,0
T0102,0,0.8818922296925609,0,0.8818922296925609,0,1,1,0,1,0.8818922296925609,0.8818922296925609,0.8818922296925609,2.2.1,2.2.1.1.1.i2,2,0.0072286073736059,1
T0103,2.0599662548225663,0,0.6866554182741887,0,3,0,3,0,3,-2.0599662548225663,-0.6866554182741887,0.6866554182741887,3.1.1,3.1.1.i1,3,0.0082049954704283,-3
T0106,2.7921729785220046,11.556130367244993,0.4653621630870008,0.8254378833746424,6,14,18,2,16,8.76395738872299,0.3600757202876416,0.3600757202876416,4.1.1.3,4.1.i1.2.1,4,0.0105254329685075,8
T0107,0.6154640478874964,0.38004017925143946,0.3077320239437482,0.38004017925143946,2,1,3,0,3,-0.23542386863605697,0.07230815530769125,0.07230815530769125,2.2.1.1,2.2.1.1.1,2,0.0073585444846637,-1
T0108,0,0,0,0,0,0,0,0,0,0,0,0,2.2.1,2.2.1.1.1,2,0.007965730512839,0
T0111,0,0.6916438491285817,0,0.34582192456429084,0,2,2,0,2,0.6916438491285817,0.34582192456429084,0.34582192456429084,2.2.1.1,2.2.1.1.1,2,0.0084378013500482,2
T0114,0,0,0,0,0,0,0,0,0,0,0,0,4.3.2.1,4.2.1.2.1.1.i1,4,0.0103977996914201,0
T0115,1.527638571638405,0.3298460702071463,0.7638192858192026,0.3298460702071463,2,1,3,0,3,-1.197792501431259,-0.43397321561205626,0.43397321561205626,2.2.1,2.2.1.1.1,2,0.0070258746002519,-1
T0117,0,0.9841095278800531,0,0.9841095278800531,0,1,1,0,1,0.9841095278800531,0.9841095278800531,0.9841095278800531,4.4.1.1,4.2.1.2.2.1.1,4,0.0065287211077765,1
T0118,0,0.7495952572594797,0,0.7495952572594797,0,1,1,0,1,0.7495952572594797,0.7495952572594797,0.7495952572594797,4.8,4.2.1.1.1.1.1.1.i1,4,0.0070557360122184,1
T0119,0.6811814580933255,1.1030050129050681,0.6811814580933255,0.5515025064525341,1,2,2,1,1,0.4218235548117426,-0.12967895164079146,0.12967895164079146,4.3.3,4.2.1.2.1.1.i4.1,4,0.0081806620149176,1
T0121,0.8983448501705575,1.1013975483355631,0.8983448501705575,0.5506987741677816,1,2,2,1,1,0.2030526981650056,-0.34764607600277597,0.34764607600277597,4.7,4,4,0.0060407189201282,1
T0122,0,0.6989345389083025,0,0.6989345389083025,0,1,1,0,1,0.6989345389083025,0.6989345389083025,0.6989345389083025,4.3.3,4.2.1.2.1.1.i4.1,4,0.006131442805135,1
T0123,0,0,0,0,0,0,0,0,0,0,0,0,4.4.1.1,4.2.1.2.2.1.1,4,0.0073435873713426,0
T0125,0,0,0,0,0,0,0,0,0,0,0,0,4.1,4.1.i1.2.2,4,0.0118556014386572,0
T0126,0.33183991557023346,2.2301433048720956,0.33183991557023346,0.4460286609744191,1,5,6,0,6,1.8983033893018622,0.11418874540418567,0.11418874540418567,4.1.2.1,4.1.i1.1.1.1,4,0.0055131818935499,4
T0127,0.7797403122839486,0.6283779208934568,0.7797403122839486,0.6283779208934568,1,1,1,1,0,-0.1513623913904918,-0.1513623913904918,0.1513623913904918,2.2.1.1,2.2.1.1.1,2,0.0076575881490625,0
T0128,0.8493523572399182,0.6945894765519935,0.4246761786199591,0.3472947382759968,2,2,3,1,2,-0.15476288068792465,-0.07738144034396233,0.07738144034396233,4.3.2.1,4.2.1.2.1.1.i1,4,0.0084896029230025,0
T0130,1.8777059385624606,5.515035555213222,0.46942648464061515,0.7878622221733175,4,7,7,4,3,3.637329616650762,0.3184357375327023,0.3184357375327023,2.2.1.1,2.2.1.1.1,2,0.0068141063956963,3
T0131,0,0.3641250234517386,0,0.3641250234517386,0,1,1,0,1,0.3641250234517386,0.3641250234517386,0.3641250234517386,2.2.1.1,2.2.1.1.1,2,0.0074747554433575,1
T0132,0,0.43275015878875367,0,0.43275015878875367,0,1,1,0,1,0.43275015878875367,0.43275015878875367,0.43275015878875367,4.4.1.1,4.2.1.2.2.1.1,4,0.0072762766759838,1
T0133,1.304199626269587,3.4251264271103086,0.6520998131347935,0.8562816067775771,2,4,5,1,4,2.1209268008407216,0.20418179364278366,0.20418179364278366,4.8,4.2.1.1.1.1.1.1.i1,4,0.0070358140716281,2
T0135,1.392329457157046,0,0.696164728578523,0,2,0,2,0,2,-1.392329457157046,-0.696164728578523,0.696164728578523,2.2.1.1,2.2.1.1.1,2,0.008288220235847,-2
T0136,0.8438759526483224,0,0.4219379763241612,0,2,0,2,0,2,-0.8438759526483224,-0.4219379763241612,0.4219379763241612,2.2.1.1,2.2.1.1.1,2,0.0087377304834418,-2
T0140,5.361632174694344,0.806429917991844,0.7659474535277634,0.806429917991844,7,1,8,0,8,-4.5552022567025,0.04048246446408066,0.04048246446408066,4.3.4.1,4.2.1.2.1.1.i3.2,4,0.0144798852537395,-6
T0143,0.9704235462102111,0.8242815821558391,0.9704235462102111,0.8242815821558391,1,1,2,0,2,-0.14614196405437196,-0.14614196405437196,0.14614196405437196,4.3.3,4.2.1.2.1.1.i4.1,4,0.0073314734315188,0
T0144,0.6181194891000384,0.460707527430646,0.6181194891000384,0.460707527430646,1,1,2,0,2,-0.15741196166939242,-0.15741196166939242,0.15741196166939242,2.2.1.1,2.2.1.1.1,2,0.0076947026642352,0
T0146,0.44559487314405455,0.7461477622417089,0.44559487314405455,0.7461477622417089,1,1,2,0,2,0.3005528890976543,0.3005528890976543,0.3005528890976543,4.3.2.1,4.2.1.2.1.1.i1,4,0.0085465958474167,0
T0149,1.959847745188194,0,0.979923872594097,0,2,0,2,0,2,-1.959847745188194,-0.979923872594097,0.979923872594097,4.1.1.1,4.1.i1.2.1,4,0.0066739606126914,-2
T0150,0,2.052184350896695,0,0.5130460877241737,0,4,4,0,4,2.052184350896695,0.5130460877241737,0.5130460877241737,2.2.1.1,2.2.1.1.1,2,0.0080942097658738,4
T0151,10.53412522165542,3.2177222039091364,0.6583828263534638,0.6435444407818273,16,5,19,2,17,-7.316403017746284,-0.014838385571636525,0.014838385571636525,2.2.1,2.2.1.1.1,2,0.006561520328562,-11
T0155,0.2902002779367828,0.8594549874718191,0.2902002779367828,0.42972749373590957,1,2,3,0,3,0.5692547095350363,0.13952721579912675,0.13952721579912675,2.2.1,2.2.1.1.1.i2,2,0.0073000733675715,1
T0157,3.681452329154052,3.963771516073813,0.613575388192342,0.7927543032147626,6,5,11,0,11,0.28231918691976077,0.17917891502242056,0.17917891502242056,4.4.1.1,4.2.1.2.2.1.1,4,0.0059292074998881,-1
T0158,2.8312592326678145,1.2606497919290445,0.7078148081669536,0.6303248959645222,4,2,6,0,6,-1.57060944073877,-0.0774899122024314,0.0774899122024314,4.4.1.1,4.2.1.2.2.1.1,4,0.0072625157354507,-2
T0159,0,0,0,0,0,0,0,0,0,0,0,0,2.2.1.1,2.2.1.1.1,2,0.0079459411868286,0
T0160,0.2982445333713734,0.4849989472729107,0.2982445333713734,0.4849989472729107,1,1,1,1,0,0.1867544139015373,0.1867544139015373,0.1867544139015373,2.2.1,2.2.1.1.1,2,0.009532767298795,0
T0162,0.9380360526126854,0.34724468824115456,0.4690180263063427,0.34724468824115456,2,1,3,0,3,-0.5907913643715308,-0.12177333806518814,0.12177333806518814,4.3.2.1,4.2.1.2.1.1.i1,4,0.0099262827530837,-1
T0163,2.6685731964661605,0,0.8895243988220535,0,3,0,3,0,3,-2.6685731964661605,-0.8895243988220535,0.8895243988220535,4.3.3,4.2.1.2.1.1.i4.1,4,0.0048870736900897,-3
T0166,0,0.2974722489192894,0,0.2974722489192894,0,1,1,0,1,0.2974722489192894,0.2974722489192894,0.2974722489192894,2.2.1,2.2.1.1.1,2,0.0073970411835265,1
T0168,0,0.46429339352149623,0,0.46429339352149623,0,1,1,0,1,0.46429339352149623,0.46429339352149623,0.46429339352149623,2.2.1,2.2.1.1.1,2,0.0073056079523339,1
T0169,0,1.1262959657592089,0,0.5631479828796044,0,2,2,0,2,1.1262959657592089,0.5631479828796044,0.5631479828796044,4.1.1.1,4.1.i1.2.1,4,0.0063460124598537,2
T0170,2.4748751367239565,2.1246614726400557,0.6187187841809891,0.7082204908800186,4,3,4,3,1,-0.35021366408390087,0.08950170669902946,0.08950170669902946,2.2.1.1,2.2.1.1.1,2,0.0095730008923983,-1
T0172,0.8551838474470148,1.6528546772872879,0.4275919237235074,0.41321366932182196,2,4,5,1,4,0.797670829840273,-0.014378254401685442,0.014378254401685442,4.8,4.2.1.1.1.1.1.1.i1,4,0.0053599265412458,2
T0173,0,0,0,0,0,0,0,0,0,0,0,0,4.3.3,4.2.1.2.1.1.i4.1,4,0.0076378801368258,0
T0174,0.3163860802423603,0.7948896841908104,0.3163860802423603,0.3974448420954052,1,2,3,0,3,0.4785036039484501,0.08105876185304489,0.08105876185304489,4.4.1.1,4.2.1.2.2.1.1,4,0.0071859572133845,1
T0175,0.9646238555520446,5.04975124302646,0.9646238555520446,0.5610834714473845,1,9,10,0,10,4.085127387474415,-0.4035403841046601,0.4035403841046601,4.3.2.1,4.2.1.2.1.1.i1,4,0.0111673749886969,8
T0176,0.3298460702071463,1.665258080234437,0.3298460702071463,0.5550860267448123,1,3,4,0,4,1.3354120100272908,0.22523995653766604,0.22523995653766604,2.2.1.1,2.2.1.1.1,2,0.0082980303096475,2
T0178,1.5657837092642164,0.980186000564356,0.3914459273160541,0.980186000564356,4,1,5,0,5,-0.5855977086998604,0.5887400732483019,0.5887400732483019,3.1.1,3.1.1.i1,3,0.0116109370305189,-3
T0179,2.7757249385590397,0.9025450865204347,0.6939312346397599,0.4512725432602174,4,2,5,1,4,-1.873179852038605,-0.24265869137954255,0.24265869137954255,4.1.1.3,4.1.i1.2.1,4,0.0096819813612793,-2
T0181,0,0,0,0,0,0,0,0,0,0,0,0,4.1.1.3,4.1.i1.2.1,4,0.0090718771807397,0
T0182,0,0.8642204385047362,0,0.4321102192523681,0,2,2,0,2,0.8642204385047362,0.4321102192523681,0.4321102192523681,2.2.1.1,2.2.1.1.1,2,0.0068341096069298,2
T0183,0.3174720815029799,0,0.3174720815029799,0,1,0,1,0,1,-0.3174720815029799,-0.3174720815029799,0.3174720815029799,4.4.1.1,4.2.1.2.2.1.1,4,0.0089513427014052,-1
T0186,0,0.42690486494383356,0,0.42690486494383356,0,1,1,0,1,0.42690486494383356,0.42690486494383356,0.42690486494383356,4.8,4.2.1.1.1.1.1.1.i1,4,0.0099713324192945,1
T0187,0.4806885915874405,5.704723799533389,0.4806885915874405,0.8149605427904841,1,7,7,1,6,5.224035207945949,0.33427195120304365,0.33427195120304365,2.2.1,2.2.1.1.1,2,0.004672091579891,6
T0190,0,0.3887654743552878,0,0.3887654743552878,0,1,1,0,1,0.3887654743552878,0.3887654743552878,0.3887654743552878,2.2.1,2.2.1.1.1,2,0.0084749232343909,1
T0192,0.31505694526442996,0.32439445453289983,0.31505694526442996,0.32439445453289983,1,1,2,0,2,0.009337509268469879,0.009337509268469879,0.009337509268469879,4.1.1.1,4.1.i1.2.1,4,0.0096428438971924,0
T0195,1.7082760055220811,1.4838926327007438,0.4270690013805203,0.37097315817518595,4,4,8,0,8,-0.22438337282133736,-0.05609584320533434,0.05609584320533434,2.2.1.1,2.2.1.1.1,2,0.0084322702465016,0
T0196,0.8755619658523941,0,0.8755619658523941,0,1,0,1,0,1,-0.8755619658523941,-0.8755619658523941,0.8755619658523941,4.3.2.1,4.2.1.2.1.1.i1,4,0.0061486322924231,-1
T0197,0.6872020989155502,0.38544791404155176,0.3436010494577751,0.38544791404155176,2,1,3,0,3,-0.3017541848739984,0.04184686458377668,0.04184686458377668,4.1.1.1,4.1.i1.2.1,4,0.0063457618202143,-1
T0199,0.4801246804460717,3.0394324734114457,0.4801246804460717,0.5065720789019076,1,6,7,0,7,2.559307792965374,0.02644739845583588,0.02644739845583588,2.2.1,2.2.1.1.1,2,0.0076003108356551,5
T0200,0.8579637638860322,0.8487827323883625,0.8579637638860322,0.8487827323883625,1,1,2,0,2,-0.00918103149766969,-0.00918103149766969,0.00918103149766969,2.2.1.1,2.2.1.1.1,2,0.0059878781977947,0
T0202,0.5903891042521846,1.3737173323961345,0.5903891042521846,0.45790577746537814,1,3,4,0,4,0.7833282281439499,-0.13248332678680647,0.13248332678680647,4.4.1.1,4.2.1.2.2.1.1,4,0.011204177091265,2
T0203,0.9678451665996601,1.7195390891931814,0.48392258329983007,0.5731796963977271,2,3,5,0,5,0.7516939225935213,0.08925711309789708,0.08925711309789708,2.2.1,2.2.1.1.1.i2,2,0.0096206109359713,1
T0205,1.8420440981080501,2.9128381773027963,0.61401469936935,0.9709460591009321,3,3,5,1,4,1.0707940791947461,0.3569313597315821,0.3569313597315821,4.1.1.1,4.1.i1.2.1,4,0.0064894285116181,0
T0209,2.866780697424764,0.861209532569525,0.9555935658082547,0.861209532569525,3,1,4,0,4,-2.005571164855239,-0.09438403323872968,0.09438403323872968,2.2.1.1,2.2.1.1.1,2,0.0083289777612921,-2
T0210,0.6876180414758892,6.013103187538238,0.3438090207379446,0.3537119522081317,2,17,19,0,19,5.325485146062349,0.00990293147018706,0.00990293147018706,2.2.1.1,2.2.1.1.1,2,0.0082680803462866,15
T0211,0.30157695252742545,0.9139058646229004,0.30157695252742545,0.9139058646229004,1,1,2,0,2,0.6123289120954749,0.6123289120954749,0.6123289120954749,2.2.1.1,2.2.1.1.1,2,0.0075392038600723,0
T0213,0,0.3191122672252719,0,0.3191122672252719,0,1,1,0,1,0.3191122672252719,0.3191122672252719,0.3191122672252719,2.2.1.1,2.2.1.1.1,2,0.0075048580554376,1
T0214,0.9823817086382353,0.34958361607188415,0.9823817086382353,0.34958361607188415,1,1,2,0,2,-0.6327980925663511,-0.6327980925663511,0.6327980925663511,2.2.1.1,2.2.1.1.1,2,0.0071029793820131,0
T0217,7.158449912341275,11.433853000283413,0.795383323593475,0.6017817368570217,9,19,25,3,22,4.275403087942139,-0.19360158673645322,0.19360158673645322,2.2.1.1,2.2.1.1.1,2,0.0082431398272657,10
T0218,2.271981398153712,0.66227055026522,0.757327132717904,0.33113527513261,3,2,5,0,5,-1.609710847888492,-0.426191857585294,0.426191857585294,4.3.2.1,4.2.1.2.1.1.i1,4,0.0088208312751393,-1
T0219,3.684998969314825,0,0.5264284241878322,0,7,0,7,0,7,-3.684998969314825,-0.5264284241878322,0.5264284241878322,3.1.1,3.1.1.i1,3,0.0089511014117165,-7
T0220,4.2024187272487605,5.73490896562341,0.7004031212081268,0.8192727093747728,6,7,12,1,11,1.532490238374649,0.11886958816664606,0.11886958816664606,2.2.1.1,2.2.1.1.1,2,0.0081374321880651,1
T0221,0.37983940505553393,0,0.37983940505553393,0,1,0,1,0,1,-0.37983940505553393,-0.37983940505553393,0.37983940505553393,2.2.1.1,2.2.1.1.1,2,0.0067074206147053,-1
T0222,1.933606334446822,3.6400331483371215,0.38672126688936437,0.6066721913895202,5,6,11,0,11,1.7064268138902996,0.21995092450015585,0.21995092450015585,4.3.2.1,4.2.1.2.1.1.i1,4,0.0105901706765371,1
