sample_id,n_phy,likelihood,error_rate,p_val_perm,p_val_wsrst,abs_diff,mix_index,mix_node,mix_phylotype,mix_prop,failed
MFS-172.filtered.vcf.gz,1,-5407.82467565438,0.0006786008230452,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-173.filtered.vcf.gz,1,-5203.09579952791,0.000617695473251,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-174.filtered.vcf.gz,1,-3736.47558862077,0.0005567901234567,0.0,-1.0,inf,1,57,4.1.1.1,1.0,False
MFS-175.filtered.vcf.gz,1,-3595.73735249126,0.0004958847736625,0.0,-1.0,inf,1,57,4.1.1.1,1.0,False
MFS-176.filtered.vcf.gz,1,-5141.33021551899,0.000617695473251,0.0,-1.0,inf,1,9,4.3.2.1,1.0,False
MFS-177.filtered.vcf.gz,1,-4090.11497961552,0.000617695473251,0.0,-1.0,inf,1,156,4.1.1.3,1.0,False
MFS-178.filtered.vcf.gz,1,-5253.46377544829,0.000617695473251,0.0,-1.0,inf,1,112,2.2.M2.5,1.0,False
MFS-17.filtered.vcf.gz,1,-5403.99064893862,0.0001,0.0,-1.0,inf,1,40,2.2.M4.4,1.0,False
MFS-180.filtered.vcf.gz,1,-5715.33027548109,0.0007395061728395,0.0,-1.0,inf,1,26,3.5.1,1.0,False
MFS-181.filtered.vcf.gz,1,-3599.09535533466,0.0004958847736625,0.0,-1.0,inf,1,141,4.4.1.1,1.0,False
MFS-182.filtered.vcf.gz,1,-6063.95894567253,0.0009222222222222,0.0,-1.0,inf,1,93,2.2.M4.3,1.0,False
MFS-184.filtered.vcf.gz,1,-5154.13731491225,0.000617695473251,0.0,-1.0,inf,1,112,2.2.M2.5,1.0,False
MFS-185.filtered.vcf.gz,1,-3749.13685097711,0.0005567901234567,0.0,-1.0,inf,1,97,4.3.4.2.1,1.0,False
MFS-186.filtered.vcf.gz,1,-3625.32667105181,0.0004958847736625,0.0,-1.0,inf,1,97,4.3.4.2.1,1.0,False
MFS-187.filtered.vcf.gz,1,-4967.64930433859,0.0005567901234567,0.0,-1.0,inf,1,112,2.2.M2.5,1.0,False
MFS-188.filtered.vcf.gz,1,-4393.91242440603,0.0004654320987654,0.0,-1.0,inf,1,112,2.2.M2.5,1.0,False
MFS-189.filtered.vcf.gz,1,-3601.38274276421,0.0004958847736625,0.0,-1.0,inf,1,159,4.8,1.0,False
MFS-18.filtered.vcf.gz,1,-4799.50405439446,0.0001,0.0,-1.0,inf,1,110,2.2.M4.8,1.0,False
MFS-190.filtered.vcf.gz,1,-3627.3905554361,0.0004958847736625,0.0,-1.0,inf,1,9,4.3.2.1,1.0,False
MFS-191.filtered.vcf.gz,1,-20056.0781892745,0.0017444444444444,0.0,-1.0,inf,1,42,4.1.1.2,1.0,False
MFS-194.filtered.vcf.gz,1,-3894.46799720893,0.0005567901234567,0.0,-1.0,inf,1,57,4.1.1.1,1.0,False
MFS-198.filtered.vcf.gz,2,-4801.95760514854,0.000617695473251,0.0,1.7486191632644802e-58,22.188,1,156,4.1.1.3,0.9355,False
MFS-198.filtered.vcf.gz,2,-4801.95760514854,0.000617695473251,0.0,1.7486191632644802e-58,22.188,2,65,2.2.M1.1,0.0645,False
MFS-199.filtered.vcf.gz,1,-5697.95716095185,0.0007395061728395,0.0,-1.0,inf,1,112,2.2.M2.5,1.0,False
MFS-19.filtered.vcf.gz,1,-4540.03644879953,0.0001,0.0,-1.0,inf,1,110,2.2.M4.8,1.0,False
MFS-1.filtered.vcf.gz,1,-5057.98314789222,0.0001,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-20.filtered.vcf.gz,1,-2782.60632042569,0.0001,0.0,-1.0,inf,1,96,3.1.1.1,1.0,False
MFS-21.filtered.vcf.gz,1,-2864.76459385184,0.0001,0.0,-1.0,inf,1,96,3.1.1.1,1.0,False
MFS-22.filtered.vcf.gz,1,-5076.38145717725,0.0001,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-23.filtered.vcf.gz,1,-3067.18274754269,0.0001,0.0,-1.0,inf,1,97,4.3.4.2.1,1.0,False
MFS-24.filtered.vcf.gz,1,-3138.11987859399,0.0001,0.0,-1.0,inf,1,97,4.3.4.2.1,1.0,False
MFS-258.filtered.vcf.gz,1,-3684.42176569849,0.0004958847736625,0.0,-1.0,inf,1,30,4.4.1.1.1,1.0,False
MFS-259.filtered.vcf.gz,1,-4765.58135598752,0.0005567901234567,0.0,-1.0,inf,1,102,2.2.M2.1,1.0,False
MFS-25.filtered.vcf.gz,1,-3302.51333350598,0.0001,0.0,-1.0,inf,1,9,4.3.2.1,1.0,False
MFS-260.filtered.vcf.gz,1,-4039.037110291,0.000617695473251,0.0,-1.0,inf,1,156,4.1.1.3,1.0,False
MFS-261.filtered.vcf.gz,1,-4030.7651060209,0.000617695473251,0.0,-1.0,inf,1,9,4.3.2.1,1.0,False
MFS-263.filtered.vcf.gz,1,-5699.08160635708,0.0007395061728395,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-264.filtered.vcf.gz,1,-5686.50421430992,0.0007395061728395,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-265.filtered.vcf.gz,1,-3913.11002477669,0.0005567901234567,0.0,-1.0,inf,1,30,4.4.1.1.1,1.0,False
MFS-266.filtered.vcf.gz,1,-5351.92436789497,0.0006786008230452,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-267.filtered.vcf.gz,1,-4131.40288589162,0.000617695473251,0.0,-1.0,inf,1,9,4.3.2.1,1.0,False
MFS-268.filtered.vcf.gz,1,-5509.01567271329,0.0006786008230452,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-269.filtered.vcf.gz,1,-3858.31340216375,0.0005567901234567,0.0,-1.0,inf,1,96,3.1.1.1,1.0,False
MFS-26.filtered.vcf.gz,1,-3271.91669772132,0.0001,0.0,-1.0,inf,1,9,4.3.2.1,1.0,False
MFS-270.filtered.vcf.gz,2,-6083.23000036053,0.0006786008230452,0.0,2.24211469467156e-62,88.0992,1,65,2.2.M1.1,0.7606,False
MFS-270.filtered.vcf.gz,2,-6083.23000036053,0.0006786008230452,0.0,2.24211469467156e-62,88.0992,2,9,4.3.2.1,0.2394,False
MFS-271.filtered.vcf.gz,1,-4081.7549089229,0.000617695473251,0.0,-1.0,inf,1,57,4.1.1.1,1.0,False
MFS-272.filtered.vcf.gz,1,-5446.53009251704,0.0006786008230452,0.0,-1.0,inf,1,9,4.3.2.1,1.0,False
MFS-273.filtered.vcf.gz,1,-20285.0668489045,0.0017444444444444,0.0,-1.0,inf,1,42,4.1.1.2,1.0,False
MFS-274.filtered.vcf.gz,1,-5497.43495428387,0.0006786008230452,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-275.filtered.vcf.gz,1,-5322.40531071445,0.0006786008230452,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-276.filtered.vcf.gz,1,-5493.92352602381,0.0006786008230452,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-277.filtered.vcf.gz,1,-5308.62901792872,0.0006786008230452,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-278.filtered.vcf.gz,1,-5435.82923928006,0.0006786008230452,0.0,-1.0,inf,1,110,2.2.M4.8,1.0,False
MFS-279.filtered.vcf.gz,1,-5257.12016170305,0.0006786008230452,0.0,-1.0,inf,1,115,2.2.M1.4,1.0,False
MFS-27.filtered.vcf.gz,1,-3318.26944173982,0.0001,0.0,-1.0,inf,1,159,4.8,1.0,False
MFS-280.filtered.vcf.gz,1,-4197.33268752768,0.000617695473251,0.0,-1.0,inf,1,9,4.3.2.1,1.0,False
MFS-281.filtered.vcf.gz,2,-4288.16907062605,0.0005567901234567,0.0,7.18848672807933e-38,3.278,1,159,4.8,0.9851,False
MFS-281.filtered.vcf.gz,2,-4288.16907062605,0.0005567901234567,0.0,7.18848672807933e-38,3.278,2,65,2.2.M1.1,0.0149,False
MFS-282.filtered.vcf.gz,1,-5660.949453785,0.0007395061728395,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-283.filtered.vcf.gz,1,-5566.89389481441,0.0007395061728395,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-284.filtered.vcf.gz,1,-5508.21538280814,0.0006786008230452,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-285.filtered.vcf.gz,1,-3868.13536529934,0.0005567901234567,0.0,-1.0,inf,1,89,4.3.4.1,1.0,False
MFS-286.filtered.vcf.gz,1,-4168.3496325007,0.000617695473251,0.0,-1.0,inf,1,89,4.3.4.1,1.0,False
MFS-287.filtered.vcf.gz,1,-5648.81949495161,0.0007395061728395,0.0,-1.0,inf,1,112,2.2.M2.5,1.0,False
MFS-288.filtered.vcf.gz,1,-5342.1605965971,0.0006786008230452,0.0,-1.0,inf,1,112,2.2.M2.5,1.0,False
MFS-289.filtered.vcf.gz,1,-3891.49682232508,0.0005567901234567,0.0,-1.0,inf,1,43,3.1.3.1,1.0,False
MFS-28.filtered.vcf.gz,1,-3035.53746663032,0.0001,0.0,-1.0,inf,1,57,4.1.1.1,1.0,False
MFS-290.filtered.vcf.gz,1,-3897.01451457206,0.0005567901234567,0.0,-1.0,inf,1,43,3.1.3.1,1.0,False
MFS-291.filtered.vcf.gz,1,-5607.13640221545,0.0007395061728395,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-292.filtered.vcf.gz,1,-5631.16579485369,0.0007395061728395,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-293.filtered.vcf.gz,1,-4083.73090286061,0.000617695473251,0.0,-1.0,inf,1,9,4.3.2.1,1.0,False
MFS-294.filtered.vcf.gz,1,-5493.55296444535,0.0006786008230452,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-295.filtered.vcf.gz,1,-5464.06721287966,0.0006786008230452,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-296.filtered.vcf.gz,1,-5444.52225376441,0.0006786008230452,0.0,-1.0,inf,1,12,4.3.3,1.0,False
MFS-297.filtered.vcf.gz,1,-5465.57785173724,0.0006786008230452,0.0,-1.0,inf,1,12,4.3.3,1.0,False
MFS-298.filtered.vcf.gz,1,-4022.41616374234,0.000617695473251,0.0,-1.0,inf,1,9,4.3.2.1,1.0,False
MFS-299.filtered.vcf.gz,1,-4010.78541120818,0.000617695473251,0.0,-1.0,inf,1,9,4.3.2.1,1.0,False
MFS-29.filtered.vcf.gz,1,-3166.65876997276,0.0001,0.0,-1.0,inf,1,57,4.1.1.1,1.0,False
MFS-2.filtered.vcf.gz,1,-5106.06429120606,0.0001,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-300.filtered.vcf.gz,1,-3979.43667073247,0.0005567901234567,0.0,-1.0,inf,1,97,4.3.4.2.1,1.0,False
MFS-301.filtered.vcf.gz,1,-3970.87369998235,0.0005567901234567,0.0,-1.0,inf,1,97,4.3.4.2.1,1.0,False
MFS-302.filtered.vcf.gz,1,-5222.77757779354,0.000617695473251,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-303.filtered.vcf.gz,1,-5319.54826464131,0.0006786008230452,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-305.filtered.vcf.gz,1,-5424.06611278258,0.0006786008230452,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-306.filtered.vcf.gz,1,-5673.9348340436,0.0007395061728395,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-307.filtered.vcf.gz,1,-4162.2808257184,0.000617695473251,0.0,-1.0,inf,1,57,4.1.1.1,1.0,False
MFS-308.filtered.vcf.gz,1,-4172.46512601195,0.000617695473251,0.0,-1.0,inf,1,158,4.1.2,1.0,False
MFS-309.filtered.vcf.gz,1,-3847.77237999074,0.0005567901234567,0.0,-1.0,inf,1,158,4.1.2,1.0,False
MFS-30.filtered.vcf.gz,1,-5013.52143050022,0.0001,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-310.filtered.vcf.gz,1,-4128.81296528351,0.000617695473251,0.0,-1.0,inf,1,159,4.8,1.0,False
MFS-311.filtered.vcf.gz,1,-3679.87309428426,0.0004958847736625,0.0,-1.0,inf,1,159,4.8,1.0,False
MFS-312.filtered.vcf.gz,1,-5573.75504256534,0.0007395061728395,0.0,-1.0,inf,1,102,2.2.M2.1,1.0,False
MFS-313.filtered.vcf.gz,2,-6415.23689660092,0.0006786008230452,0.0,2.2676222735643297e-62,155.848,1,9,4.3.2.1,0.5765,False
MFS-313.filtered.vcf.gz,2,-6415.23689660092,0.0006786008230452,0.0,2.2676222735643297e-62,155.848,2,65,2.2.M1.1,0.4235,False
MFS-314.filtered.vcf.gz,1,-5680.25722845211,0.0007395061728395,0.0,-1.0,inf,1,9,4.3.2.1,1.0,False
MFS-315.filtered.vcf.gz,1,-5515.27581496365,0.0006786008230452,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-316.filtered.vcf.gz,1,-5724.97786115162,0.0007395061728395,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-317.filtered.vcf.gz,3,-6723.44759915371,0.0007395061728395,0.0,2.1357183957822503e-67,2.53569999999999,1,65,2.2.M1.1,0.632,False
MFS-317.filtered.vcf.gz,3,-6723.44759915371,0.0007395061728395,0.0,2.1357183957822503e-67,2.53569999999999,2,9,4.3.2.1,0.3551,False
MFS-317.filtered.vcf.gz,3,-6723.44759915371,0.0007395061728395,0.0,2.1357183957822503e-67,2.53569999999999,3,12,4.3.3,0.0129,False
MFS-318.filtered.vcf.gz,1,-5423.33719271141,0.0006786008230452,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-319.filtered.vcf.gz,1,-5719.88611782704,0.0007395061728395,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-31.filtered.vcf.gz,1,-5211.51956601999,0.0001,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-320.filtered.vcf.gz,1,-5498.66955044415,0.0006786008230452,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-321.filtered.vcf.gz,1,-5508.39832508349,0.0006786008230452,0.0,-1.0,inf,1,40,2.2.M4.4,1.0,False
MFS-322.filtered.vcf.gz,1,-5533.26686205573,0.0006786008230452,0.0,-1.0,inf,1,40,2.2.M4.4,1.0,False
MFS-323.filtered.vcf.gz,1,-5428.778383701,0.0006786008230452,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-324.filtered.vcf.gz,1,-5584.45360719027,0.0006786008230452,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-325.filtered.vcf.gz,1,-5527.74220731056,0.0007395061728395,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-326.filtered.vcf.gz,1,-5584.6141010512,0.0007395061728395,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-327.filtered.vcf.gz,1,-4293.46364211008,0.0006786008230452,0.0,-1.0,inf,1,9,4.3.2.1,1.0,False
MFS-328.filtered.vcf.gz,1,-4004.29013386614,0.000617695473251,0.0,-1.0,inf,1,9,4.3.2.1,1.0,False
MFS-329.filtered.vcf.gz,1,-4196.34306778218,0.000617695473251,0.0,-1.0,inf,1,57,4.1.1.1,1.0,False
MFS-32.filtered.vcf.gz,1,-5095.28958462271,0.0001,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-330.filtered.vcf.gz,1,-5697.56055973529,0.0007395061728395,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-331.filtered.vcf.gz,1,-3050.36207081599,0.0001,0.0,-1.0,inf,1,9,4.3.2.1,1.0,False
MFS-332.filtered.vcf.gz,1,-4917.80290331632,0.0005567901234567,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-333.filtered.vcf.gz,1,-4825.83292278698,0.0001,0.0,-1.0,inf,1,65,2.2.M1.1,1.0,False
MFS-334.filtered.vcf.gz,1,-3472.00754048059,0.0004654320987654,0.0,-1.0,inf,1,157,4.1.2.1,1.0,False
MFS-335.filtered.vcf.gz,1,-4156.36042135137,0.0001,0.0,-1.0,inf,1,157,4.1.2.1,1.0,False
MFS-336.filtered.vcf.gz,2,-5269.2534712177,0.0005567901234567,0.0,5.404084976934548e-56,149.7937,1,57,4.1.1.1,0.5447,False
MFS-336.filtered.vcf.gz,2,-5269.2534712177,0.0005567901234567,0.0,5.404084976934548e-56,149.7937,2,65,2.2.M1.1,0.4553,False
