covariate,coef_pooled,V_w,V_b,V_t,se_pooled,riv,wald_stat,dof_old,lambda,dof_observed,dof_adj,pval,t_critical,coef_lower,coef_upper,OR,OR_lower,OR_upper,Indel
Lineage_1,4.404899590557145,1.29540389863628,2.4064367323647307e-05,1.2954287651491811,1.1381690406741791,1.9195953422156693e-05,3.8701628959683894,78703726530.64348,1.919558494460218e-05,376.0085301892642,376.00852839287637,0.0001087626556002263,1.9599639845701957,2.1741292624829436,6.635669918631346,81.85092382488256,8.794524065238537,761.7892317183639,esx
Lineage_3,-0.7489536554942313,1.0496028119315073,0.00011223672096611485,1.0497187898765055,1.0245578509174118,0.00011049698388754596,-0.7310018217356898,2375708336.16881,0.0001104847756530708,375.97420401593274,375.9741445151188,0.4647780402785453,1.959963985538607,-2.757050144393192,1.2591428334047292,0.4728610695605448,0.06347874557971754,3.52240090858672,esx
Lineage_4,-0.49948562011645,0.12938369894815283,2.1754599062480427e-05,0.12940617870051738,0.3597307030273026,0.00017374485771635953,-1.3884987183830688,961003519.4309757,0.00017371467568474947,375.9504285777744,375.95028150373497,0.16498523507844187,1.9599639870085892,-1.2045448430712447,0.20557360283834475,0.6068427271364677,0.2998284374512983,1.2282293788034777,esx
diabetes,0.8251470862291944,0.31656650576012824,8.236635806965601e-06,0.3165750169504621,0.5626499950683925,2.6885947120108894e-05,1.4665370895966936,40120900327.92416,2.6885224285390445e-05,376.0056387637754,376.00563523992025,0.1425020245257346,1.9599639845991819,-0.2776266400397621,1.9279208124981508,2.282216423251271,0.7575796186147764,6.875200539425169,esx
total_adherence,-1.156498581263961,0.24071564263556455,3.49611067808892e-05,0.24075176911257148,0.4906646197888854,0.00015007947390279543,-2.35700422370286,1287910690.7284636,0.00015005695343416856,375.95932425390316,375.95921450609745,0.01842303746124335,1.959963986382007,-2.1181835654419965,-0.19481359708592527,0.31458575117445975,0.1202498562477369,0.8229880511300955,esx
F2,0.44109801127189757,0.0533736654497094,5.703634793463697e-07,0.05337425482530473,0.23102868831663467,1.1042441817677167e-05,1.909278083539798,237835867323.47943,1.104231988350232e-05,376.0115959453251,376.0115953508617,0.05622622801617366,1.9599639845500283,-0.011709897226540311,0.8939059197703354,1.5544130448761235,0.9883583967880993,2.444659671970275,lipid_metabolism
HIV_High_CD4,0.3226291562524344,0.2028039682122212,0.0033761272576773725,0.2062926330451545,0.45419448812722785,0.017202152717656016,0.7103326101175853,101402.09814899402,0.01691124293405895,369.6568543695035,368.31418134615,0.4774995357414571,1.9599873795102623,-0.5675863083200559,1.2128446208249246,1.3807532122540953,0.5668920914213758,3.363037625679101,lipid_metabolism
HIV_Low_CD4,1.1471167712604755,0.2194195957950518,0.0025836115171295484,0.22208932769608566,0.4712635437800018,0.012167244640845669,2.4341300879322416,200686.4611455643,0.012020982407075479,371.4956693396261,370.8092551607276,0.014928495120095843,1.9599758053937428,0.2234516274875571,2.070781915033394,3.1491002315619943,1.2503851545421065,7.9310220793971045,lipid_metabolism
Indel_Sample1,-0.2929474181236023,0.6549479019500664,1.4070327908415336e-05,0.6549624412889051,0.8092974986300805,2.2199229580560345e-05,-0.3619774169813724,58849323454.47929,2.2198736785706037e-05,376.00740095687826,376.00739855444516,0.7173689063829854,1.9599639845803647,-1.879141368249537,1.2932465320023325,0.7460613689725527,0.15272118073100757,3.6445996790292576,lipid_metabolism
Lineage_1,4.444192257961543,1.2950411648823954,2.7066348253674513e-05,1.2950691334422577,1.1380110427593653,2.1596657017979963e-05,3.9052277095533214,62178994379.26967,2.159619061245841e-05,376.0076275237283,376.0076252499421,9.41367013517055e-05,1.9599639845782062,2.213731600100898,6.674652915822188,85.13108610105085,9.149796147714072,792.0724903313998,lipid_metabolism
Lineage_3,-0.721286692068155,1.0499525456964294,9.815475890822391e-05,1.0500539722806346,1.0247214120338437,9.660111270827851e-05,-0.7038856450130788,3108262169.659316,9.65917818346748e-05,375.97942800039584,375.9793825214416,0.48150399186340886,1.9599639853032684,-2.7297037546236,1.28713037048729,0.4861263584481052,0.06523861344329202,3.6223767475290285,lipid_metabolism
Lineage_4,-0.751986496782495,0.580917029716209,2.0459636925100764e-06,0.5809191438786911,0.7621805192201458,3.639353598040031e-06,-0.9866251863166468,2189538832386.5234,3.6393403531936218e-06,376.01437958221084,376.014379517637,0.3238264183717938,1.9599639845411372,-2.245832864172845,0.741859870607855,0.47142912950622556,0.1058393538490467,2.0998373106469916,lipid_metabolism
diabetes,0.8104528448541684,0.32212243405234875,5.733803191150588e-06,0.3221283589823129,0.5675635285871643,1.839340988968831e-05,1.427950888373022,85721443559.32436,1.839307157838364e-05,376.0088319469279,376.0088302976015,0.15330599484702476,1.959963984567728,-0.3019512301308498,1.9228569198391865,2.2489261707631942,0.7393741231894865,6.840473263692279,lipid_metabolism
total_adherence,-1.1909872352296929,0.23212941212615387,2.4504940525731557e-05,0.23215473389803046,0.48182438076339645,0.00010908471978909686,-2.471828497642041,2437613810.5471473,0.00010907282161091483,375.9747349328881,375.9746769429888,0.013442398769586604,1.9599639855132478,-2.135345668868172,-0.2466288015912137,0.30392107432052345,0.11820372396644226,0.7814307055365209,lipid_metabolism
F2,0.4240389419914262,0.051089964410880505,5.619197888537292e-07,0.051090545061328985,0.22603217704859851,1.136525451089426e-05,1.8760114047844385,224517159082.03558,1.1365125343352185e-05,376.0114745653886,376.01147393566106,0.060653713868089154,1.9599639845506198,-0.018975984373396093,0.8670538683562485,1.5281211007041926,0.9812029261629512,2.379889048587679,other_metabolism
HIV_High_CD4,0.34015083240809685,0.2015376961933996,0.0033016418420433458,0.20494939276351104,0.45271336711379645,0.016928329709780573,0.7513602582063691,104652.70831192653,0.01664653173209534,369.7563899501222,368.45457525459915,0.4524375630012075,1.9599866528325323,-0.5471613246938184,1.2274629895100122,1.4051595181743024,0.5785899103143733,3.4125608420012368,other_metabolism
HIV_Low_CD4,1.1762094583563552,0.221765433159809,0.0026440395810888727,0.22449760739360086,0.4738117847770366,0.012320108661041737,2.482440277229171,195796.3758675398,0.012170170833944104,371.43957214169944,370.7362592386956,0.013049425403286755,1.9599761006256318,0.2475496839985879,2.1048692327141225,3.242061712196332,1.2808830001919913,8.20602985917834,other_metabolism
Indel_Sample1,-0.145077645894733,0.38385727726875596,9.25156457242516e-05,0.3839528767693377,0.6196393118333743,0.00024904959797021923,-0.23413241078181538,467781026.6281285,0.0002489875877116001,375.9221247774521,375.9218226759937,0.814882185049266,1.9599639896113823,-1.3595483836357245,1.0693930918462586,0.8649551302883212,0.25677671533836116,2.913610669200415,other_metabolism
Lineage_1,4.443315687734341,1.2953184264493653,3.026530380118797e-05,1.2953497005966266,1.1381343069236718,2.4143983921354408e-05,3.9040345772059473,49750918423.03599,2.4143401003468775e-05,376.0066697325077,376.00666689073074,9.460225623672559e-05,1.9599639845877368,2.212613436540219,6.674017938928463,85.05649542232551,9.139570896890866,791.5697022481853,other_metabolism
Lineage_3,-0.7273263341895887,1.0492777613954065,0.00010499525755313193,1.0493862564948782,1.024395556655181,0.0001033997893248828,-0.7100053582469921,2712991901.677491,0.0001033890989138366,375.9768721021297,375.9768199978132,0.477700813488142,1.9599639854144653,-2.735104732052347,1.2804520636731698,0.4831991776773827,0.06488721097721262,3.5982660032975367,other_metabolism
Lineage_4,-0.5506633491744232,0.15873275854647478,1.474334406414406e-05,0.15874799333534106,0.3984319180679945,9.597759785559109e-05,-1.3820763954971338,3148774841.021427,9.596838704033288e-05,375.97966240665573,375.97961751278535,0.1669482454083107,1.9599639852934487,-1.3315755591790825,0.2302488608302362,0.5765672181102499,0.2640608898182122,1.2589132651497446,other_metabolism
diabetes,0.8005535645461433,0.320382150536193,8.404684255295561e-06,0.32039083537659013,0.5660307724643512,2.7107753608007686e-05,1.4143286964076895,39467033473.09497,2.7107018797621073e-05,376.005555365546,376.0055517833113,0.15726541505432157,1.9599639846001615,-0.3088463636593938,1.9099534927516806,2.226773250099779,0.7342935755384049,6.752774738256706,other_metabolism
total_adherence,-1.2117568832618095,0.2364059223146207,1.6325251593736083e-05,0.23642279174126757,0.4862332688548446,7.135788512273373e-05,-2.492130754680128,5696079421.808684,7.135279353828924e-05,375.9889182574596,375.98889343904557,0.01269792826732365,1.9599639849565282,-2.16475657850499,-0.25875718801862935,0.29767384156519006,0.11477787059788432,0.7720104536754768,other_metabolism
F2,0.45040274907298145,0.05299148146214379,6.377970473201204e-07,0.052992140519092686,0.23020021832981108,1.2437035740702528e-05,1.9565695998936157,187488673215.94214,1.2436881062768247e-05,376.0110715683601,376.0110708142648,0.05039809209298527,1.9599639845527066,-0.0007813880896180847,0.9015868862355809,1.568943948981561,0.9992189171145558,2.4635093200138503,transcription_factors
HIV_High_CD4,0.3400031388346404,0.20193741681504163,0.003375583565334461,0.20542551983255392,0.4532389213566658,0.017273188260633725,0.7501631541636355,100583.83297946226,0.016979891399839186,369.63104146529196,368.2776742664567,0.453158201787777,1.959987569834245,-0.5483395131895056,1.2283457908587865,1.40495200046868,0.5779086237591206,3.415574785476272,transcription_factors
HIV_Low_CD4,1.1888221417848528,0.218916955178085,0.0026139701049807266,0.22161805761989842,0.47076327131574147,0.012338479856967314,2.525307759167789,195220.83912761207,0.012188097264376049,371.43283152155107,370.72747467411415,0.01156048554722199,1.9599761363456651,0.2661373641379797,2.1115069194317257,3.283211771050188,1.304914294803582,8.260680089480555,transcription_factors
Indel_Sample1,-0.8260324022065854,0.7877039789701189,4.446058527091859e-05,0.7877499215748989,0.8875527711493547,5.8324708274314835e-05,-0.9306853959082317,8525964227.563174,5.83213067011153e-05,375.99381830173064,375.9938017204571,0.35201632628643453,1.9599639848182946,-2.5656038682849944,0.9135390638718238,0.4377827911587038,0.07687274640938681,2.4931302859149924,transcription_factors
Lineage_1,4.475951845459381,1.297635246961518,3.288637051131293e-05,1.2976692295443797,1.1391528560927984,2.6188085551207134e-05,3.9291933663859053,42287619909.80445,2.618739975334203e-05,376.0059011567888,376.0058978134833,8.52312837242969e-05,1.9599639845961523,2.2432532745676528,6.708650416351109,87.87820708551797,9.423940135723106,819.4639576806497,transcription_factors
Lineage_3,-0.6971076554639632,1.051503974468081,0.00010451259999953704,1.0516119708214138,1.0254813361643467,0.00010270655742170306,-0.6797858048508089,2749735104.0068955,0.00010269600986806857,375.9771327145256,375.97708130637915,0.49664009617110805,1.959963985402781,-2.7070141420488056,1.312798831120879,0.49802367871668896,0.06673577306319917,3.716561196161167,transcription_factors
Lineage_4,-1.2386310850589912,0.7497713232727514,1.0299209485156707e-05,0.7497819657892194,0.865899512523953,1.4194349847285019e-05,-1.430455921436643,143939276947.24692,1.419414837057726e-05,376.01041080817885,376.0104098259325,0.15258620812537518,1.9599639845565349,-2.9357629438509996,0.4585007737330169,0.28978063158505674,0.05309019901012574,1.581700879023235,transcription_factors
diabetes,0.8130862171174783,0.31943958283766977,5.1094716261256185e-06,0.31944486262501676,0.5651945352044876,1.6528281498788186e-05,1.4385953268697182,106159032622.37051,1.652800831921407e-05,376.00953324008447,376.0095319082791,0.15026521116262379,1.9599639845624002,-0.294674716154803,1.9208471503897595,2.254856235170169,0.7447738109571094,6.8267392951852734,transcription_factors
total_adherence,-1.368509041726726,0.2680278749565433,2.3549242711646067e-05,0.26805220917401196,0.5177375871752137,9.078987576440089e-05,-2.6432483861048954,3518860172.2912593,9.078163371115455e-05,375.9816127075886,375.98157253487614,0.008211477222335109,1.9599639852142128,-2.3832560663818487,-0.3537620170716034,0.25448610500122826,0.0922497167633827,0.7020420214927215,transcription_factors
